	User Name	Playlists Of One User	Tracks Of One Playlist
491	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh chỉ muốn anh gần em hơn..
  "
492	Hawys.	"
Lofi Việt by Hawys
"	"
    vì con tim chưa bao giờ nghe theo lí trí..
  "
493	Hawys.	"
Lofi Việt by Hawys
"	"
    Bozitt - Những gì anh nói (Lofi ver by Hawys)
  "
494	Hawys.	"
Lofi Việt by Hawys
"	"
    Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys)
  "
495	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh cho em mùa xuân (Lo-fi ver by Hawys)
  "
496	Hawys.	"
Lovesick 1402
"	"
    lovesick 1402
  "
497	Hawys.	"
Remixes
"	"
    HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT
  "
498	Hawys.	"
Remixes
"	"
    SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX)
  "
499	Hawys.	"
Remixes
"	"
    Da LAB - THỨC GIẤC (HAWYS REMIX)
  "
500	Hawys.	"
Remixes
"	"
    HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX)
  "
501	Hawys.	"
Remixes
"	"
    JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX)
  "
502	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh chỉ muốn anh gần em hơn..
  "
503	Hawys.	"
Lofi Việt by Hawys
"	"
    vì con tim chưa bao giờ nghe theo lí trí..
  "
504	Hawys.	"
Lofi Việt by Hawys
"	"
    Bozitt - Những gì anh nói (Lofi ver by Hawys)
  "
505	Hawys.	"
Lofi Việt by Hawys
"	"
    Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys)
  "
506	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh cho em mùa xuân (Lo-fi ver by Hawys)
  "
507	Hawys.	"
Lovesick 1402
"	"
    lovesick 1402
  "
508	VRT	None	None
509	DARLING	None	None
510	Orion Bui	"
den
"	"
    Mưa trên những mái tôn - Đen
  "
511	Orion Bui	"
den
"	"
    Đen - Ngày lang thang (solo version)
  "
512	Orion Bui	"
den
"	"
    Đen - Chuyến xe
  "
513	Orion Bui	"
den
"	"
    LING - CHẠM FT ĐEN
  "
514	Orion Bui	"
den
"	"
    800 km - Dr.Quang Ft Đen
  "
515	Hawys.	"
Remixes
"	"
    HIEUTHUHAI - NGHE NHƯ TÌNH YÊU (FELIKS ALVIN REMIX) | HAWYS EDIT
  "
516	Hawys.	"
Remixes
"	"
    SƠN TÙNG M-TP | MUỘN RỒI MÀ SAO CÒN (HAWYS REMIX)
  "
517	Hawys.	"
Remixes
"	"
    Da LAB - THỨC GIẤC (HAWYS REMIX)
  "
518	Hawys.	"
Remixes
"	"
    HOÀNG TÔN x LYHAN - TÌNH YÊU NGỦ QUÊN (HAWYS 80s REMIX)
  "
519	Hawys.	"
Remixes
"	"
    JUSTATEE x TIÊN TIÊN - CẦN GÌ HƠN (HAWYS X NGHIANGUYEN. REMIX)
  "
520	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh chỉ muốn anh gần em hơn..
  "
521	Hawys.	"
Lofi Việt by Hawys
"	"
    vì con tim chưa bao giờ nghe theo lí trí..
  "
522	Hawys.	"
Lofi Việt by Hawys
"	"
    Bozitt - Những gì anh nói (Lofi ver by Hawys)
  "
523	Hawys.	"
Lofi Việt by Hawys
"	"
    Xe Đạp - Charles Huynh Cover (Lo-fi ver by Hawys)
  "
524	Hawys.	"
Lofi Việt by Hawys
"	"
    Anh cho em mùa xuân (Lo-fi ver by Hawys)
  "
525	Hawys.	"
Lovesick 1402
"	"
    lovesick 1402
  "
526	Khoi Vu	"
Original Songs
"	"
    Em À
  "
527	Khoi Vu	"
Original Songs
"	"
    Berlin
  "
528	Khoi Vu	"
Original Songs
"	"
    Tim Toi?
  "
529	Khoi Vu	"
Original Songs
"	"
    THE WAY I CALL U (ft. PVT)
  "
530	Khoi Vu	"
Original Songs
"	"
    Chocolate (original)
  "
531	Khoi Vu	"
beatbox
"	"
    DRAKE BEATBOX MASHUP - ONE DANCE/WORK/I'M ON ONE (KRNFX)
  "
532	Khoi Vu	"
beatbox
"	"
    The Weeknd - Starboy (Beatbox Cover) Ft. Daft Punk - By KRNFX
  "
533	Khoi Vu	"
beatbox
"	"
    The Weeknd - The Hills (Beatbox Cover) by KRNFX
  "
534	Khoi Vu	"
future house
"	"
    Deep Chills - Blinded (feat. Emma Carn) [FREE DOWNLOAD]
  "
535	Khoi Vu	"
future house
"	"
    Scissors - Pump Up The Jam [Future House]
  "
536	Khoi Vu	"
future house
"	"
    Tom Budin & WHTKD - Bad Vibe
  "
537	Khoi Vu	"
future house
"	"
    Maiki Vanics - Vice
  "
538	Khoi Vu	"
future house
"	"
    Thomas Hayden - Genie (Free Download) [Dance & EDM]
  "
539	Khoi Vu	"
house
"	"
    Calvin Harris feat. Ellie Goulding - Outside (Hardwell Remix)(OUT NOW!)
  "
540	Khoi Vu	"
EDM
"	"
    You Don't Know Me
  "
541	Khoi Vu	"
EDM
"	"
    DIEN MAY XANH (BeeBB Remix)
  "
542	Khoi Vu	"
EDM
"	"
    Paris Blohm - Into Dust (feat. Elle Vee)
  "
543	Khoi Vu	"
EDM
"	"
    Don't Let Me Down (3LAU Remix)
  "
544	Khoi Vu	"
EDM
"	"
    Martin Garrix & Bebe Rexha - In The Name Of Love
  "
545	Khoi Vu	"
trap
"	"
    King
  "
546	Khoi Vu	"
trap
"	"
    Future - Trap Niggas
  "
547	Khoi Vu	"
nhạc nhẹ
"	"
    Hai người xa (Feat. Ngân Hà & Vũ.)
  "
548	Khoi Vu	"
nhạc nhẹ
"	"
    凛として時雨 - Unravel (piano Cover) [Tokyo Ghoul OP]
  "
549	Khoi Vu	"
rap
"	"
    Bad and Boujee (Feat. Lil Uzi Vert) [Prod. By Metro Boomin]
  "
550	Khoi Vu	"
rap
"	"
    Gucci Mane - Both (Ft. Drake)
  "
551	Khoi Vu	"
rap
"	"
    Desiigner- ""Panda"" (Prod. By: Menace)
  "
552	Khoi Vu	"
rap
"	"
    Remy Boyz - My Way RMX Ft. Drake
  "
553	Khoi Vu	"
rap
"	"
    Bitch! (prod. Ugly God)
  "
554	Khoi Vu	"
dubstep
"	"
    Virtual Riot - Energy Drink (FREE DOWNLOAD)
  "
555	Khoi Vu	"
dubstep
"	"
    Smoke Weed Every Day Dubstep Remix (BASS BOOSTED)
  "
556	Khoi Vu	"
dubstep
"	"
    Skrillex & Rick Ross - Purple Lamborghini
  "
557	Khoi Vu	"
dubstep
"	"
    Lost Woods Dubstep - Ephixa
  "
558	Khoi Vu	"
Eurovision
"	"
    Måns Zelmerlöw – Heroes - 2015 (Eurovision Song Contest Sweden)
  "
559	Khoi Vu	"
MIN ~S2~
"	"
    Tìm - MIN St319 ft Mr. A
  "
560	Khoi Vu	"
MIN ~S2~
"	"
    Y.Ê.U (EDM Ver.) - MIN from ST.319
  "
561	Khoi Vu	"
MIN ~S2~
"	"
    Y.Ê.U (Acoustic Ver.) - MIN from ST.319
  "
562	Khoi Vu	"
MIN ~S2~
"	"
    TÌM (LOST) (Acoustic Ver.) - MIN from ST.319
  "
563	Khoi Vu	"
MIN ~S2~
"	"
    Fall Down (Intro) - MIN from ST.319
  "
564	ADED Music Group	None	None
565	fishy	None	None
566	DeeYouSee	None	None
567	Touliver	"
TEAM V - THE REMIX 2015 EP 1
"	"
    Angel / Faded
  "
568	Touliver	"
TEAM V - THE REMIX 2015 EP 1
"	"
    Hoa Co Mua Xuan
  "
569	Touliver	"
TEAM V - THE REMIX 2015 EP 1
"	"
    Em Về Tinh Khôi 2015
  "
570	Touliver	"
TEAM V - THE REMIX 2015 EP 1
"	"
    Ngay Mai ( Touliver Remix )
  "
571	Touliver	"
Temotions
"	"
    29
  "
572	Touliver	"
Temotions
"	"
    Dream Of A Lonely Man
  "
573	Touliver	"
Temotions
"	"
    The Day I Met You
  "
574	Touliver	"
Temotions
"	"
    Love Sick
  "
575	Touliver	"
Temotions
"	"
    DECYM
  "
576	odayconhacthuii	None	None
577	ZRecords	"
My Playlist
"	"
    Ta Đi Tìm Em (Kiper T Remix)
  "
578	ZRecords	"
My Playlist
"	"
    Nguyễn Trọng Tài Ft. MC 12 - Hongkong 12
  "
579	ZRecords	"
My Playlist
"	"
    Kiper T - I'm Late
  "
580	ZRecords	"
My Playlist
"	"
    Kiper T - Chỉ Là Một Lý Do Của Nhau
  "
581	ZRecords	"
My Playlist
"	"
    Wn, Tezdy, Nhi - Lenlala (Double D Remix)
  "
582	buitruonglinh	None	None
583	Anh Minh	"
rap t7
"	"
    Những Ngày Sau - En
  "
584	Anh Minh	"
rap t7
"	"
    Trời không tỏa nắng
  "
585	Anh Minh	"
rap t7
"	"
    Luyến - NHA ft. MDr
  "
586	Anh Minh	"
rap t7
"	"
    Cỏ Gió Và Mây - NHA
  "
587	Anh Minh	"
rap t7
"	"
    Lối Nhỏ x Nghe Bài Này Đi Em - Củ Cải
  "
588	Anh Minh	"
''
"	"
    Những Sắc Màu - ft Chuchu (Prod born hero)
  "
589	Anh Minh	"
''
"	"
    Tình Yêu Của Anh - 9thfeb
  "
590	Anh Minh	"
''
"	"
    Điều Anh Luôn Giữ Kín Trong Tim - Củ Cải x Tuyền Vũ
  "
591	Anh Minh	"
''
"	"
    PAR SG x New$oulZ - Ly Do Nao De Quay Lai Voi Nhau
  "
592	Anh Minh	"
''
"	"
    Hoàng Tôn - d a n h  c h o  e m . (zoth. flip)
  "
593	Anh Minh	"
slow
"	"
    Lovely - Billie Eilish & Khalid (Slowed)
  "
594	Anh Minh	"
slow
"	"
    Cho Anh Một Chút Hy Vọng - Haukong ft Flymingo ( Slowed/Reverb )
  "
595	Anh Minh	"
slow
"	"
    Du mai co bao giong ngap troi
  "
596	Anh Minh	"
slow
"	"
    GreyD - n g u n g o a n e m n h e ❤ ( prod. NGUYENHONGGIANG )
  "
597	Anh Minh	"
slow
"	"
    Emkhongthe
  "
598	Anh Minh	"
mix bass
"	"
    Океан Ельзи - Обiйми (Callmearco Remix) Orire
  "
599	Anh Minh	"
mix bass
"	"
    XXXTENTACION - Moonlight (EA7 Remix) [Bass Boosted]
  "
600	Anh Minh	"
mix bass
"	"
    Knight EA7重低音一祁念＆9答 - 祁念 - 抖音神曲
  "
601	Anh Minh	"
mix bass
"	"
    Teriyaki Boyz - Tokyo Drift(DJ Kantik Remix)
  "
602	Anh Minh	"
mix bass
"	"
    Plain - Jane REMIX
  "
603	Anh Minh	"
chẳng biết
"	"
    Bad Idea! ft. Shiloh Dynasty
  "
604	Anh Minh	"
chẳng biết
"	"
    Can't take my eyes off you
  "
605	Anh Minh	"
chẳng biết
"	"
    suga's interlude (lofi mix w/ rain and city sounds)
  "
606	Anh Minh	"
chẳng biết
"	"
    Shalom Margaret - Viva La Vida (Dansyafi Lofi Remix).mp3
  "
607	Anh Minh	"
chẳng biết
"	"
    fallen kingdom (shalom margaret) but its lofi
  "
608	Anh Minh	"
shiloh dynasty
"	"
    Losing Interest (ft. Shiloh Dynasty)
  "
609	Anh Minh	"
shiloh dynasty
"	"
    Trust Nobody Love, Nobody The Same (Feat. Shiloh Dynasty)
  "
610	Anh Minh	"
shiloh dynasty
"	"
    Who? (Ft. Shiloh Dynasty)
  "
611	Anh Minh	"
shiloh dynasty
"	"
    Pxzvc - Bad Idea (Ft. Shiloh Dynasty) (Extended)
  "
612	Anh Minh	"
shiloh dynasty
"	"
    Sing to You (Feat. Shiloh Dynasty) *ALSO ON SPOTIFY*
  "
613	Anh Minh	"
xxx
"	"
    XXXTENTACION - CHANGES [slowed]
  "
614	Anh Minh	"
xxx
"	"
    Moonlight
  "
615	Anh Minh	"
xxx
"	"
    XXXTENTACION - Look At Me! (Prod. ROJAS & Jimmy Duval)
  "
616	Anh Minh	"
xxx
"	"
    a message to tina belcher feat. Fifty Grand
  "
617	Anh Minh	"
xxx
"	"
    xxxtentacion - carry on (slowed + reverb)
  "
618	Anh Minh	"
lofi chill
"	"
    I have to go, she said
  "
619	Anh Minh	"
lofi chill
"	"
    Teqkoi - It'll Be Alright (ft. Jada Facer)
  "
620	Anh Minh	"
lofi chill
"	"
    ai rồi cũng bỏ anh đi.
  "
621	Anh Minh	"
lofi chill
"	"
    distant moon.
  "
622	Anh Minh	"
lofi chill
"	"
    FOR YOU
  "
623	Anh Minh	"
bác nói đi
"	"
    anhvanconyeuemma.mp4
  "
624	Anh Minh	"
bác nói đi
"	"
    lấp loáng cuộc tình đổ vỡ - c h o a t ft. nguyễn đình toàn [lofi Jazz Hiphop]
  "
625	Anh Minh	"
bác nói đi
"	"
    MC LIEU HA TRINH X New$oulZ X QLAO - SAC XAM [CHILL] 🔥
  "
626	Anh Minh	"
bác nói đi
"	"
    Giọt thời gian.
  "
627	Anh Minh	"
bác nói đi
"	"
    musiqué 01 - yunghuy
  "
628	*+ slowed vibes +**	None	None
629	Luxøfons	"
tự tình (original mixtape)
"	"
    luxøfons - lời tâm sự của kẻ mang nỗi tương tư (my love)
  "
630	Luxøfons	"
tự tình (original mixtape)
"	"
    luxøfons - i love you
  "
631	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Mert Can - Poker Face (Extended Mix)
  "
632	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Mert Can & LOOP - Feel Good Inc. (Extended Mix)
  "
633	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Allergic - Hypnotized (Extended Mix)
  "
634	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    ABRO & LOOP - Dive In
  "
635	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Lucky Charms & GabbyLuk - You Broke Me First
  "
636	๖Tuấn._Azh๖	"
hảo ...
"	"
    HIT 1 LINE FT MEGATIC - BEAR RMX
  "
637	๖Tuấn._Azh๖	"
hảo ...
"	"
    Dont Hurt - Long Nhật remix ( TILo fix )
  "
638	๖Tuấn._Azh๖	"
hảo ...
"	"
    Nea - Some Say (Nix Remix)
  "
639	๖Tuấn._Azh๖	"
hảo ...
"	"
    Janji - Heroes Tonight - VK Remix ver 2
  "
640	๖Tuấn._Azh๖	"
hảo ...
"	"
    WATCH ME FT 1500 - TKEY X HUY CON RMX
  "
641	๖Tuấn._Azh๖	"
memes
"	"
    Fuho 4.0 - San Remix
  "
642	๖Tuấn._Azh๖	"
memes
"	"
    SAO KÊ SAO KÊ Fix Roi toi Luon - Huấn Hoa Hồng ( KEEBIN EDIT )
  "
643	๖Tuấn._Azh๖	"
...
"	"
    Like A G6 - Lee Zenky remix
  "
644	๖Tuấn._Azh๖	"
...
"	"
    Anh Da Tung Co Gang NTBN - H.2K REMIX
  "
645	๖Tuấn._Azh๖	"
...
"	"
    What Are Words - Lee Zenky remix
  "
646	๖Tuấn._Azh๖	"
...
"	"
    TONG HUA - 4WIN RMX ( Đồng thoại) Free Download
  "
647	๖Tuấn._Azh๖	"
...
"	"
    Maroon 5 - Maps x Tú Trần Remix
  "
648	๖Tuấn._Azh๖	"
JQK
"	"
    Mixtape Cảm Xúc -  DJ Tú Trần
  "
649	ADED Music Group	None	None
650	NH4T	"
Bản Nhạc Hay
"	"
    Hoa Liễu Úa Màu - HUY TK x NH4T / Official
  "
651	NH4T	"
Bản Nhạc Hay
"	"
    Hoa Liễu Úa Màu「LO-FI By NH4T」HUY TK
  "
652	NH4T	"
Bản Nhạc Hay
"	"
    Đời Là Cát Bụi Là Ta 「LO-FI By NH4T」- DIMZ
  "
653	NH4T	"
Bản Nhạc Hay
"	"
    Cô Đơn Dành Cho Ai Remix By NH4T
  "
654	mnhat.peo	"
=)))
"	"
    Thuốc Lá Và Cà Phê - Bray
  "
655	mnhat.peo	"
=)))
"	"
    T6CA - Khói
  "
656	mnhat.peo	"
Bray eyy
"	"
    Thuốc Lá Và Cà Phê - Bray
  "
657	mnhat.peo	"
Bray eyy
"	"
    Xin - Đạt G x Bray x Masew
  "
658	mnhat.peo	"
Bray eyy
"	"
    100 QUESTIONS - V# ft Bray
  "
659	mnhat.peo	"
Bray eyy
"	"
    Xin Lỗi - Bray
  "
660	mnhat.peo	"
Bray eyy
"	"
    Ở Trong Thành Phố - Bray x Masew (Ft. Hannah B)
  "
661	mnhat.peo	"
Hey school
"	"
    [Note] Không phải cứ...
  "
662	mnhat.peo	"
Hey school
"	"
    [Note] Có một khoảng thời gian
  "
663	mnhat.peo	"
Hey school
"	"
    Vì biết đâu anh buồn - Khói x Two
  "
664	mnhat.peo	"
Hey school
"	"
    T6CA - Khói
  "
665	mnhat.peo	"
Hey school
"	"
    KHÔNG CẦN THÌ GIỮ LÀM GÌ (Mashup) - HAKOOTA  DŨNG HÀ
  "
666	ZRecords	"
My Playlist
"	"
    Ta Đi Tìm Em (Kiper T Remix)
  "
667	ZRecords	"
My Playlist
"	"
    Nguyễn Trọng Tài Ft. MC 12 - Hongkong 12
  "
668	ZRecords	"
My Playlist
"	"
    Kiper T - I'm Late
  "
669	ZRecords	"
My Playlist
"	"
    Kiper T - Chỉ Là Một Lý Do Của Nhau
  "
670	ZRecords	"
My Playlist
"	"
    Wn, Tezdy, Nhi - Lenlala (Double D Remix)
  "
671	NH4T	"
Bản Nhạc Hay
"	"
    Hoa Liễu Úa Màu - HUY TK x NH4T / Official
  "
672	NH4T	"
Bản Nhạc Hay
"	"
    Hoa Liễu Úa Màu「LO-FI By NH4T」HUY TK
  "
673	NH4T	"
Bản Nhạc Hay
"	"
    Đời Là Cát Bụi Là Ta 「LO-FI By NH4T」- DIMZ
  "
674	NH4T	"
Bản Nhạc Hay
"	"
    Cô Đơn Dành Cho Ai Remix By NH4T
  "
675	NOT AFRAID MUSIC	"
NOT AFRAID Radio Show !
"	"
    NOT AFRAID #002
  "
676	NOT AFRAID MUSIC	"
NOT AFRAID Radio Show !
"	"
    NOT AFRAID #003
  "
677	NOT AFRAID MUSIC	"
NOT AFRAID Radio Show !
"	"
    NOT AFRAID #004 - GUEST MIX ProvidencE
  "
678	NOT AFRAID MUSIC	"
NOT AFRAID Radio Show !
"	"
    NOT AFRAID #005 - GUEST MIX HOAPROX
  "
679	NOT AFRAID MUSIC	"
NOT AFRAID Radio Show !
"	"
    NOT AFRAID #006 - GUEST MIX DJ Short Su
  "
680	NOT AFRAID MUSIC	"
NOT AFRAID Exclusive
"	"
    Exclusive | Alan Walker - Faded(ID Remix)#005
  "
681	NOT AFRAID MUSIC	"
8-3 Gift Edit
"	"
    Womfaded (NOT AFRAID 8 - 3 Gift Edit)
  "
682	NOT AFRAID MUSIC	"
8-3 Gift Edit
"	"
    Roseswater (NOT AFRAID 8-3 Gift Edit)
  "
683	NOT AFRAID MUSIC	"
New Mashup !!
"	"
    Life! I Love It (NOT AFRAID Mashup)
  "
684	NOT AFRAID MUSIC	"
New Mashup !!
"	"
    Dibby Life  (NOT AFRAID Mashup)
  "
685	Đức Anh	"
Abc
"	"
    Gió vẫn hát (Official audio)
  "
686	Đức Anh	"
Abc
"	"
    Ăn Gì Anh Mời - LeeAndy
  "
687	Đức Anh	"
Abc
"	"
    Truc Nhan - Nguoi Ta Noi
  "
688	Đức Anh	"
Abc
"	"
    Người Ta Nói (Acoustic Cover) - Minh Mon feat. Vũ Minh [Ưng Hoàng Phúc]
  "
689	Đức Anh	"
Abc
"	"
    Tớ Thích Cậu - HanSara
  "
690	Lisa	None	None
691	PhuBinh	"
:(
"	"
    Grey D  - Vài câu nói có khiến người thay đổi ( Lâm Aio edit )
  "
692	PhuBinh	"
:(
"	"
    Liệu Giờ - 2T x Văn x Prod. KayTee
  "
693	PhuBinh	"
:(
"	"
    NEGAV - -23 - 59- ( Ft V#)
  "
694	PhuBinh	"
:(
"	"
    B RAY - YÊU NHƯ TRẺ CON
  "
695	Rapital	None	None
696	LV	None	None
697	YC	"
Tren Lau Cao Remixes
"	"
    Rhymastic - Trên Lầu Cao ( Zan x TeaA remix )
  "
698	YC	"
Tren Lau Cao Remixes
"	"
    Rhymastic - Trên Lầu Cao (Alden Remix)
  "
699	YC	"
Tren Lau Cao Remixes
"	"
    TRENLAUCAO
  "
700	YC	"
Tren Lau Cao Remixes
"	"
    Hater Thì Sao? | TeeDee Remix (Trên Lầu Cao - Rhymastic)
  "
701	YC	"
Nen va Hoa Remixes
"	"
    NENVAHOA ( FLIP )
  "
702	YC	"
Nen va Hoa Remixes
"	"
    NEN VA HOA - Rhymastic ( AppleTheProd Remix )
  "
703	YC	"
Nen va Hoa Remixes
"	"
    nến và hoa (remix)
  "
704	YC	"
Nen va Hoa Remixes
"	"
    Rhymastic - Nến Và Hoa ( HieuNguyen remix )
  "
705	YC	"
Nen va Hoa Remixes
"	"
    Nen Va Hoa ( RMX )
  "
706	YC	"
Treasure (Instrumental & Acapella)
"	"
    Treasure Instrumental 90bpm
  "
707	YC	"
Treasure (Instrumental & Acapella)
"	"
    Treasure Vocal 90bpm
  "
708	YC	"
Yêu 5 Remix
"	"
    Yêu 5 - Rhymastic (NhatNguyen X Shenlong Remix)
  "
709	YC	"
Yêu 5 Remix
"	"
    Rhymastic - YEU 5 (Hoaprox remix)
  "
710	YC	"
Yêu 5 Remix
"	"
    Yeu5
  "
711	YC	"
Yêu 5 Remix
"	"
    Yêu 5 - Rhymastic (Ego Remix)(buy = free download)
  "
712	YC	"
Yêu 5 Remix
"	"
    Rhymastic - Yeu 5 (BeeBB x CM1X Remix)
  "
713	YC	"
Team 04 - The Remix 2016 Official Audio
"	"
    Day Dream (Vong 1)
  "
714	YC	"
Team 04 - The Remix 2016 Official Audio
"	"
    Chuyen Chang Co Don (Vong 2)
  "
715	YC	"
Team 04 - The Remix 2016 Official Audio
"	"
    ""THE REMIX 2016"" - AYO (GIN REMIX)
  "
716	YC	"
Team 04 - The Remix 2016 Official Audio
"	"
    Chi Toi (Vong 4)
  "
717	YC	"
Team 04 - The Remix 2016 Official Audio
"	"
    Ve Khoi (Vong 5)
  "
718	BeeBB	"
KỂ: TÔI, EM và CHÚNG TA
"	"
    Intro: KỂ
  "
719	BeeBB	"
KỂ: TÔI, EM và CHÚNG TA
"	"
    TÔI
  "
720	BeeBB	"
KỂ: TÔI, EM và CHÚNG TA
"	"
    EM
  "
721	BeeBB	"
KỂ: TÔI, EM và CHÚNG TA
"	"
    CHÚNG TA
  "
722	BeeBB	"
KỂ: TÔI, EM và CHÚNG TA
"	"
    TÔI (Instrumental Mix)
  "
723	BeeBB	"
Remixes
"	"
    TIA x fueled by Boba - In The Dark (BeeBB Remix)
  "
724	BeeBB	"
Remixes
"	"
    Hoàng Thùy Linh - Tứ Phủ (BeeBB Remix)
  "
725	BeeBB	"
Remixes
"	"
    Seven Lions - Only Now (BeeBB Remix)
  "
726	BeeBB	"
Remixes
"	"
    Bình Gold - Fuck Corona (BeeBB Remix)
  "
727	BeeBB	"
Remixes
"	"
    BigDaddy x Emily - MƯỢN RƯỢU TỎ TÌNH [BeeBB Official Remix]
  "
728	BeeBB	"
Original
"	"
    BeeBB - Trump In House
  "
729	BeeBB	"
Original
"	"
    BeeBB - Tinh Yeu Foi Fa
  "
730	BeeBB	"
Original
"	"
    BeeBB - In The Back
  "
731	BeeBB	"
Original
"	"
    BeeBB - Daxua VIP
  "
732	BeeBB	"
Original
"	"
    BeeBB - 3 Years
  "
733	Dreamble	None	None
734	Sunny	None	None
735	CM1X	"
CM1X COVER DZUI
"	"
    Wuan Tìde Hư (CM1X COVER) - QUANG TÈO
  "
736	CM1X	"
CM1X COVER DZUI
"	"
    999 Đóa Hoa Hồng - CM1X COVER
  "
737	CM1X	"
CM1X COVER DZUI
"	"
    tháng tune lời lói yối cụa iem
  "
738	CM1X	"
CM1X COVER DZUI
"	"
    BUÔNG HÀNG (CM1X RnB COVER) - TOMMY TÈO
  "
739	CM1X	"
CM1X COVER DZUI
"	"
    ALABA TRAP (CM1X RNB COVER) - TOMMY TÈO
  "
740	CM1X	"
2 0 1 7
"	"
    T I M T A O D A U Q U A M A N
  "
741	CM1X	"
2 0 1 7
"	"
    BICH PHUONG - NOI THUONG NHAU THI DUNG LAM TRAI TIM EM DAU (CM1X REMIX)
  "
742	CM1X	"
2 0 1 7
"	"
    XESI x MASEW x NHATNGUYEN - TUY AM (CM1X REMIX)
  "
743	CM1X	"
2 0 1 7
"	"
    Skan Ft. M.I.M.E - Mia Khalifa (CM1X & Virtual Life Remix)
  "
744	CM1X	"
2 0 1 7
"	"
    WOWY X NAH X THAI VIET G - SAI GON DEP LAM (CM1X REMIX)
  "
745	CM1X	"
BeeBB x CM1X
"	"
    G-Eazy & Bebe RexHa - Me, Myself & I (BeeBB & CM1X Remix)
  "
746	CM1X	"
BeeBB x CM1X
"	"
    ZayN - PillowTalk (BeeBB & CM1X Remix)
  "
747	CM1X	"
BeeBB x CM1X
"	"
    Rhymastic - Yeu 5 (BeeBB x CM1X Remix)
  "
748	CM1X	"
BeeBB x CM1X
"	"
    T I M T A O D A U Q U A M A N
  "
749	CM1X	"
BeeBB x CM1X
"	"
    Tien Tien - Di Ve Dau (BeeBB x CM1X Remix)
  "
750	CM1X	"
Chill & Trap
"	"
    T I M T A O D A U Q U A M A N
  "
751	CM1X	"
Chill & Trap
"	"
    Rhymastic - Yeu 5 (BeeBB x CM1X Remix)
  "
752	CM1X	"
2016
"	"
    ZayN - PillowTalk (BeeBB & CM1X Remix)
  "
753	CM1X	"
2016
"	"
    G-Eazy & Bebe RexHa - Me, Myself & I (BeeBB & CM1X Remix)
  "
754	mnhien	"
falling 🎶
"	"
    Lil Peep & XXXTENTACION - Falling Down
  "
755	mnhien	"
falling 🎶
"	"
    XXXTENTACION - Look At Me! (Prod. ROJAS & Jimmy Duval)
  "
756	mnhien	"
falling 🎶
"	"
    (FREE) Sad XXXTENTACION x 17 Type Beat ""She Wonders Why"" |Prod. DatBoiDJ
  "
757	mnhien	"
falling 🎶
"	"
    Time
  "
758	mnhien	"
falling 🎶
"	"
    XXXTENTACION - ALONE, PART 3 (Kid Travis COVER)
  "
759	mnhien	"
cigarrr…
"	"
    Gurl - Snick
  "
760	mnhien	"
cigarrr…
"	"
    Thoi dung noi chuyen tram nam - m a r l b o r o
  "
761	mnhien	"
cigarrr…
"	"
    Mowf X karrot X Lisa ---- I.N.A.D( tôi cần một liều )
  "
762	mnhien	"
cigarrr…
"	"
    Bâygiờanhcóthểnghegiọngcủaem - Snudew (prod. haisam x ducpham)
  "
763	mnhien	"
cigarrr…
"	"
    tao đéo muốn suy nghĩ
  "
764	mnhien	"
sound ʕ•ᴥ•ʔ
"	"
    Tán Gái 606 | Low G | Rap Nhà Làm
  "
765	mnhien	"
sound ʕ•ᴥ•ʔ
"	"
    thanks for coming to me
  "
766	mnhien	"
sound ʕ•ᴥ•ʔ
"	"
    thanh
  "
767	mnhien	"
sound ʕ•ᴥ•ʔ
"	"
    room808.
  "
768	mnhien	"
sound ʕ•ᴥ•ʔ
"	"
    Wanna Danceee / iMAZE x GAO
  "
769	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Mert Can - Poker Face (Extended Mix)
  "
770	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Mert Can & LOOP - Feel Good Inc. (Extended Mix)
  "
771	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Allergic - Hypnotized (Extended Mix)
  "
772	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    ABRO & LOOP - Dive In
  "
773	๖Tuấn._Azh๖	"
hảo bass, smooth
"	"
    Lucky Charms & GabbyLuk - You Broke Me First
  "
774	๖Tuấn._Azh๖	"
hảo ...
"	"
    HIT 1 LINE FT MEGATIC - BEAR RMX
  "
